match_id,stage,home_team,away_team,predicted_home_score,predicted_away_score,predicted_scorers_home,predicted_scorers_away,predicted_winner
"QF_001","Quarter Final","TBD","TBD",,,,,
"QF_002","Quarter Final","TBD","TBD",,,,,
"QF_003","Quarter Final","TBD","TBD",,,,,
"QF_004","Quarter Final","TBD","TBD",,,,,
"SF_001","Semi Final","TBD","TBD",,,,,
"SF_002","Semi Final","TBD","TBD",,,,,
"TP_001","Third Place Play-off","TBD","TBD",,,,,
"F_001","Final","TBD","TBD",,,,,
